Fecha,Hora,Router,Area,Carga (Mbps),Descarga (Mbps),Calidad de conexión,Promedio (Mbps)
2023-10-20,12:00,8,CI,8.82,8.02,Buena,8.42
2023-10-20,16:00,9,JEFATURA,8.12,4.66,Mala,6.39
2023-10-20,10:00,10,ASISTENTES,9.09,5.2,Mala,7.145
2023-10-20,10:00,11,DIRECCION ACADEMICA,7.07,8.51,Buena,7.79
2023-10-20,14:00,12,CIIDE,4.84,6.02,Media,5.43
2023-10-20,09:00,12,PEGA,5.64,7.16,Media,6.4
2023-10-20,15:00,12,RECURSOS FINANCIEROS,7.43,9.48,Buena,8.455
2023-10-20,15:00,13,AULA 30,4.84,9.42,Buena,7.13
2023-10-20,10:00,13,AULA 31,8.69,7.65,Media,8.17
2023-10-20,13:00,13,AULA 32,5.01,7.47,Media,6.24
2023-10-20,09:00,13,AULA 33,6.83,9.65,Buena,8.24
2023-10-20,10:00,13,AULA 34,9.68,8.3,Buena,8.99
2023-10-20,12:00,14,AULA 35,8.09,9.85,Buena,8.969999999999999
2023-10-20,10:00,14,AULA 36,6.68,9.08,Buena,7.88
2023-10-20,10:00,14,AULA 38,8.96,6.08,Media,7.5200000000000005
2023-10-20,10:00,14,AULA 39,9.45,8.86,Buena,9.155
2023-10-20,09:00,15,AULA 1,6.93,6.39,Media,6.66
2023-10-20,15:00,15,AULA 2,8.74,7.95,Media,8.345
2023-10-20,14:00,15,AULA 3,5.75,7.49,Media,6.62
2023-10-20,13:00,15,Enfermeria,6.16,5.04,Mala,5.6
2023-10-20,15:00,16,AULA 4,9.47,9.97,Buena,9.72
2023-10-20,13:00,16,AULA 5,6.23,6.39,Media,6.3100000000000005
2023-10-20,15:00,16,AULA 6,4.6,9.14,Buena,6.87
2023-10-20,16:00,17,AULA 7,7.16,9.84,Buena,8.5
2023-10-20,16:00,17,AULA 8,8.15,6.48,Media,7.315
2023-10-20,14:00,17,AULA 9,7.13,6.29,Media,6.71
2023-10-20,09:00,18,AULA 10,4.54,6.76,Media,5.65
2023-10-20,15:00,18,AULA 11,5.12,6.35,Media,5.734999999999999
2023-10-20,10:00,18,INGLES,8.69,8.47,Buena,8.58
2023-10-20,10:00,19,VINCULACION,5.6,9.31,Buena,7.455
2023-10-20,16:00,20,AULA 12,7.05,7.67,Media,7.359999999999999
2023-10-20,13:00,20,AULA 13,7.98,5.4,Mala,6.69
2023-10-20,14:00,21,AULA 14,7.9,9.67,Buena,8.785
2023-10-20,13:00,22,AULA 15,9.31,7.78,Media,8.545
2023-10-20,14:00,23,AULA 16,9.67,6.55,Media,8.11
2023-10-20,16:00,24,DIRECCION GENERAL,7.0,6.74,Media,6.87
2023-10-23,10:00,1,Sala A,7.61,8.35,Buena,7.98
2023-10-23,12:00,1,Sala C,9.77,7.78,Media,8.775
2023-10-23,13:00,2,Sala D,4.59,5.57,Mala,5.08
2023-10-23,12:00,2,Sala B,9.96,9.65,Buena,9.805
2023-10-23,13:00,3,Recepcion,9.73,5.73,Mala,7.73
2023-10-23,14:00,3,Sala de maestros,4.9,6.89,Media,5.895
2023-10-23,10:00,3,Sala E,7.46,6.63,Media,7.045
2023-10-23,12:00,4,LE,9.27,9.56,Buena,9.415
2023-10-23,10:00,5,Sistematizacion,8.8,9.03,Buena,8.915
2023-10-23,14:00,5,CB,9.83,5.43,Mala,7.63
2023-10-23,10:00,6,AULA 19,6.01,6.14,Media,6.074999999999999
2023-10-23,15:00,6,AULA 22,6.46,6.83,Media,6.645
2023-10-23,10:00,6,AULA 23,5.79,9.13,Buena,7.460000000000001
2023-10-23,10:00,6,AULA 20,4.57,9.41,Buena,6.99
2023-10-23,11:00,7,AULA 21,9.15,8.6,Buena,8.875
2023-10-23,13:00,7,AULA 17,9.4,6.22,Media,7.8100000000000005
2023-10-23,11:00,7,AULA 18,8.88,8.62,Buena,8.75
2023-10-23,13:00,7,NEWTON,6.63,5.34,Mala,5.984999999999999
2023-10-23,11:00,8,CI,9.35,5.81,Mala,7.58
2023-10-23,14:00,9,JEFATURA,7.77,7.74,Media,7.755
2023-10-23,16:00,10,ASISTENTES,8.27,8.17,Buena,8.219999999999999
2023-10-23,14:00,11,DIRECCION ACADEMICA,6.12,4.99,Mala,5.555
2023-10-23,16:00,12,CIIDE,8.85,5.01,Mala,6.93
2023-10-23,13:00,12,PEGA,9.18,9.88,Buena,9.530000000000001
2023-10-23,09:00,12,RECURSOS FINANCIEROS,9.28,9.1,Buena,9.19
2023-10-23,14:00,13,AULA 30,6.83,8.16,Buena,7.495
2023-10-23,14:00,13,AULA 31,5.33,7.38,Media,6.355
2023-10-23,10:00,13,AULA 32,10.0,6.54,Media,8.27
2023-10-23,10:00,13,AULA 33,9.83,7.76,Media,8.795
2023-10-23,16:00,13,AULA 34,8.6,4.99,Mala,6.795
2023-10-23,12:00,14,AULA 35,4.91,9.62,Buena,7.265
2023-10-23,16:00,14,AULA 36,6.32,7.21,Media,6.765000000000001
2023-10-23,09:00,14,AULA 38,9.56,5.71,Mala,7.635
2023-10-23,14:00,14,AULA 39,5.64,6.7,Media,6.17
2023-10-23,11:00,15,AULA 1,5.37,7.69,Media,6.53
2023-10-23,12:00,15,AULA 2,8.16,9.52,Buena,8.84
2023-10-23,14:00,15,AULA 3,6.1,8.21,Buena,7.155
2023-10-23,11:00,15,Enfermeria,8.09,5.42,Mala,6.755
2023-10-23,14:00,16,AULA 4,7.12,9.53,Buena,8.325
2023-10-23,10:00,16,AULA 5,4.72,4.84,Mala,4.779999999999999
2023-10-23,13:00,16,AULA 6,5.68,4.98,Mala,5.33
2023-10-23,16:00,17,AULA 7,8.91,4.57,Mala,6.74
2023-10-23,09:00,17,AULA 8,9.61,9.07,Buena,9.34
2023-10-23,14:00,17,AULA 9,9.79,9.56,Buena,9.675
2023-10-23,16:00,18,AULA 10,8.24,8.31,Buena,8.275
2023-10-23,09:00,18,AULA 11,8.58,5.62,Mala,7.1
2023-10-23,12:00,18,INGLES,8.07,8.36,Buena,8.215
2023-10-23,14:00,19,VINCULACION,8.81,8.37,Buena,8.59
2023-10-23,14:00,20,AULA 12,4.8,9.53,Buena,7.164999999999999
2023-10-23,12:00,20,AULA 13,4.59,6.57,Media,5.58
2023-10-23,13:00,21,AULA 14,6.35,7.49,Media,6.92
2023-10-23,09:00,22,AULA 15,6.74,7.94,Media,7.34
2023-10-23,12:00,23,AULA 16,7.72,9.9,Buena,8.81
2023-10-23,12:00,24,DIRECCION GENERAL,7.87,4.66,Mala,6.265000000000001
2023-10-24,15:00,1,Sala A,5.74,8.18,Buena,6.96
2023-10-24,10:00,1,Sala C,9.16,9.97,Buena,9.565000000000001
2023-10-24,10:00,2,Sala D,7.13,5.63,Mala,6.38
2023-10-24,09:00,2,Sala B,9.59,8.08,Buena,8.835
2023-10-24,16:00,3,Recepcion,7.21,6.01,Media,6.609999999999999
2023-10-24,09:00,3,Sala de maestros,9.39,9.87,Buena,9.629999999999999
2023-10-24,14:00,3,Sala E,9.37,7.24,Media,8.305
2023-10-24,13:00,4,LE,8.78,7.84,Media,8.309999999999999
2023-10-24,10:00,5,Sistematizacion,4.52,6.0,Media,5.26
2023-10-24,12:00,5,CB,4.78,9.6,Buena,7.1899999999999995
2023-10-24,11:00,6,AULA 19,9.94,8.54,Buena,9.239999999999998
2023-10-24,14:00,6,AULA 22,4.8,5.69,Mala,5.245
2023-10-24,14:00,6,AULA 23,7.17,9.02,Buena,8.094999999999999
2023-10-24,10:00,6,AULA 20,4.96,8.3,Buena,6.630000000000001
2023-10-24,12:00,7,AULA 21,6.14,9.49,Buena,7.8149999999999995
2023-10-24,10:00,7,AULA 17,6.7,9.19,Buena,7.945
2023-10-24,15:00,7,AULA 18,8.39,5.5,Mala,6.945
2023-10-24,14:00,7,NEWTON,8.21,6.41,Media,7.3100000000000005
2023-10-24,14:00,8,CI,8.68,7.38,Media,8.03
2023-10-24,09:00,9,JEFATURA,8.68,5.89,Mala,7.285
2023-10-24,10:00,10,ASISTENTES,6.79,6.93,Media,6.859999999999999
2023-10-24,12:00,11,DIRECCION ACADEMICA,9.12,9.29,Buena,9.204999999999998
2023-10-24,11:00,12,CIIDE,9.12,6.92,Media,8.02
2023-10-24,12:00,12,PEGA,5.34,4.76,Mala,5.05
2023-10-24,16:00,12,RECURSOS FINANCIEROS,9.19,9.03,Buena,9.11
2023-10-24,15:00,13,AULA 30,9.32,9.9,Buena,9.61
2023-10-24,09:00,13,AULA 31,6.65,5.79,Mala,6.220000000000001
2023-10-24,10:00,13,AULA 32,5.02,7.12,Media,6.07
2023-10-24,13:00,13,AULA 33,9.07,9.48,Buena,9.275
2023-10-24,14:00,13,AULA 34,4.88,6.61,Media,5.745
2023-10-24,15:00,14,AULA 35,8.62,6.14,Media,7.379999999999999
2023-10-24,12:00,14,AULA 36,9.2,9.11,Buena,9.155
2023-10-24,09:00,14,AULA 38,9.44,8.05,Buena,8.745000000000001
2023-10-24,11:00,14,AULA 39,7.5,9.95,Buena,8.725
2023-10-24,16:00,15,AULA 1,6.38,8.99,Buena,7.6850000000000005
2023-10-24,13:00,15,AULA 2,7.41,5.97,Mala,6.6899999999999995
2023-10-24,11:00,15,AULA 3,6.57,5.32,Mala,5.945
2023-10-24,16:00,15,Enfermeria,6.68,7.47,Media,7.074999999999999
2023-10-24,11:00,16,AULA 4,5.61,7.23,Media,6.42
2023-10-24,14:00,16,AULA 5,9.87,9.73,Buena,9.8
2023-10-24,11:00,16,AULA 6,4.83,4.79,Mala,4.8100000000000005
2023-10-24,12:00,17,AULA 7,7.18,8.49,Buena,7.835
2023-10-24,14:00,17,AULA 8,9.06,5.98,Mala,7.5200000000000005
2023-10-24,11:00,17,AULA 9,6.11,8.32,Buena,7.215
2023-10-24,10:00,18,AULA 10,8.65,4.9,Mala,6.775
2023-10-24,10:00,18,AULA 11,7.42,9.75,Buena,8.585
2023-10-24,16:00,18,INGLES,5.65,8.5,Buena,7.075
2023-10-24,15:00,19,VINCULACION,6.77,5.65,Mala,6.21
2023-10-24,12:00,20,AULA 12,4.99,9.13,Buena,7.0600000000000005
2023-10-24,09:00,20,AULA 13,8.26,8.57,Buena,8.415
2023-10-24,15:00,21,AULA 14,8.58,5.02,Mala,6.8
2023-10-24,15:00,22,AULA 15,5.52,5.9,Mala,5.71
2023-10-24,14:00,23,AULA 16,7.92,5.83,Mala,6.875
2023-10-24,16:00,24,DIRECCION GENERAL,5.16,8.87,Buena,7.015
2023-10-25,10:00,1,Sala A,5.02,9.04,Buena,7.029999999999999
2023-10-25,15:00,1,Sala C,8.83,4.69,Mala,6.76
2023-10-25,16:00,2,Sala D,5.39,5.14,Mala,5.265
2023-10-25,15:00,2,Sala B,8.6,8.88,Buena,8.74
2023-10-25,10:00,3,Recepcion,9.88,9.65,Buena,9.765
2023-10-25,13:00,3,Sala de maestros,9.85,9.03,Buena,9.44
2023-10-25,16:00,3,Sala E,8.03,9.08,Buena,8.555
2023-10-25,14:00,4,LE,8.74,7.58,Media,8.16
2023-10-25,13:00,5,Sistematizacion,6.07,5.93,Mala,6.0
2023-10-25,09:00,5,CB,7.28,6.55,Media,6.915
2023-10-25,12:00,6,AULA 19,7.26,9.37,Buena,8.315
2023-10-25,12:00,6,AULA 22,6.28,6.54,Media,6.41
2023-10-25,15:00,6,AULA 23,6.4,4.56,Mala,5.48
2023-10-25,16:00,6,AULA 20,5.04,4.79,Mala,4.915
2023-10-25,16:00,7,AULA 21,6.39,6.78,Media,6.585
2023-10-25,12:00,7,AULA 17,9.62,8.93,Buena,9.274999999999999
2023-10-25,15:00,7,AULA 18,6.65,5.78,Mala,6.215
2023-10-25,14:00,7,NEWTON,6.93,5.4,Mala,6.165
2023-10-25,11:00,8,CI,6.56,7.18,Media,6.869999999999999
2023-10-25,10:00,9,JEFATURA,7.63,7.09,Media,7.359999999999999
2023-10-25,10:00,10,ASISTENTES,4.56,6.37,Media,5.465
2023-10-25,10:00,11,DIRECCION ACADEMICA,7.56,8.95,Buena,8.254999999999999
2023-10-25,16:00,12,CIIDE,8.0,5.34,Mala,6.67
2023-10-25,14:00,12,PEGA,4.61,5.22,Mala,4.915
2023-10-25,14:00,12,RECURSOS FINANCIEROS,5.48,7.41,Media,6.445
2023-10-25,09:00,13,AULA 30,9.01,9.41,Buena,9.21
2023-10-25,15:00,13,AULA 31,6.65,8.98,Buena,7.815
2023-10-25,10:00,13,AULA 32,8.07,5.8,Mala,6.9350000000000005
2023-10-25,14:00,13,AULA 33,8.27,7.04,Media,7.654999999999999
2023-10-25,09:00,13,AULA 34,9.51,8.54,Buena,9.024999999999999
2023-10-25,14:00,14,AULA 35,4.7,4.8,Mala,4.75
2023-10-25,15:00,14,AULA 36,5.59,8.63,Buena,7.11
2023-10-25,13:00,14,AULA 38,5.3,7.23,Media,6.265000000000001
2023-10-25,14:00,14,AULA 39,5.18,8.6,Buena,6.89
2023-10-25,12:00,15,AULA 1,9.33,9.02,Buena,9.175
2023-10-25,09:00,15,AULA 2,8.48,5.43,Mala,6.955
2023-10-25,15:00,15,AULA 3,8.94,9.1,Buena,9.02
2023-10-25,12:00,15,Enfermeria,7.25,9.67,Buena,8.46
2023-10-25,09:00,16,AULA 4,7.48,5.88,Mala,6.68
2023-10-25,13:00,16,AULA 5,7.94,5.82,Mala,6.880000000000001
2023-10-25,09:00,16,AULA 6,6.25,8.87,Buena,7.56
2023-10-25,15:00,17,AULA 7,9.14,8.12,Buena,8.629999999999999
2023-10-25,10:00,17,AULA 8,4.64,9.16,Buena,6.9
2023-10-25,15:00,17,AULA 9,6.47,4.76,Mala,5.615
2023-10-25,10:00,18,AULA 10,8.13,6.75,Media,7.44
2023-10-25,15:00,18,AULA 11,5.81,4.58,Mala,5.195
2023-10-25,09:00,18,INGLES,5.42,9.12,Buena,7.27
2023-10-25,10:00,19,VINCULACION,6.43,5.91,Mala,6.17
2023-10-25,09:00,20,AULA 12,6.96,8.19,Buena,7.574999999999999
2023-10-25,14:00,20,AULA 13,6.36,9.12,Buena,7.74
2023-10-25,09:00,21,AULA 14,8.58,7.85,Media,8.215
2023-10-25,15:00,22,AULA 15,9.2,9.89,Buena,9.545
2023-10-25,13:00,23,AULA 16,9.58,9.37,Buena,9.475
2023-10-25,14:00,24,DIRECCION GENERAL,9.13,8.98,Buena,9.055
2023-10-26,13:00,1,Sala A,8.05,8.8,Buena,8.425
2023-10-26,13:00,1,Sala C,4.98,5.63,Mala,5.305
2023-10-26,09:00,2,Sala D,7.58,5.6,Mala,6.59
2023-10-26,13:00,2,Sala B,6.84,8.52,Buena,7.68
2023-10-26,16:00,3,Recepcion,7.49,7.81,Media,7.65
2023-10-26,12:00,3,Sala de maestros,5.17,5.09,Mala,5.13
2023-10-26,15:00,3,Sala E,4.89,7.99,Media,6.4399999999999995
2023-10-26,15:00,4,LE,9.99,7.63,Media,8.81
2023-10-26,14:00,5,Sistematizacion,5.6,4.73,Mala,5.165
2023-10-26,12:00,5,CB,4.54,6.19,Media,5.365
2023-10-26,09:00,6,AULA 19,8.78,9.97,Buena,9.375
2023-10-26,16:00,6,AULA 22,8.99,8.97,Buena,8.98
2023-10-26,14:00,6,AULA 23,5.32,5.46,Mala,5.390000000000001
2023-10-26,12:00,6,AULA 20,5.4,5.02,Mala,5.21
2023-10-26,13:00,7,AULA 21,7.94,5.61,Mala,6.775
2023-10-26,10:00,7,AULA 17,7.76,6.1,Media,6.93
2023-10-26,10:00,7,AULA 18,8.27,9.57,Buena,8.92
2023-10-26,15:00,7,NEWTON,8.7,5.17,Mala,6.935
2023-10-26,09:00,8,CI,5.59,9.15,Buena,7.37
2023-10-26,14:00,9,JEFATURA,9.48,6.74,Media,8.11
2023-10-26,09:00,10,ASISTENTES,8.46,5.82,Mala,7.140000000000001
2023-10-26,13:00,11,DIRECCION ACADEMICA,9.0,9.22,Buena,9.11
2023-10-26,15:00,12,CIIDE,4.91,7.6,Media,6.255
2023-10-26,14:00,12,PEGA,8.64,6.07,Media,7.355
2023-10-26,11:00,12,RECURSOS FINANCIEROS,5.51,9.66,Buena,7.585
2023-10-26,16:00,13,AULA 30,5.14,7.86,Media,6.5
2023-10-26,15:00,13,AULA 31,5.24,7.46,Media,6.35
2023-10-26,10:00,13,AULA 32,6.48,7.96,Media,7.220000000000001
2023-10-26,14:00,13,AULA 33,9.16,9.5,Buena,9.33
2023-10-26,14:00,13,AULA 34,6.82,9.82,Buena,8.32
2023-10-26,10:00,14,AULA 35,6.29,7.24,Media,6.765000000000001
2023-10-26,09:00,14,AULA 36,6.68,4.5,Mala,5.59
2023-10-26,15:00,14,AULA 38,8.19,5.85,Mala,7.02
2023-10-26,15:00,14,AULA 39,9.17,6.16,Media,7.665
2023-10-26,10:00,15,AULA 1,9.22,4.57,Mala,6.8950000000000005
2023-10-26,09:00,15,AULA 2,8.89,5.43,Mala,7.16
2023-10-26,10:00,15,AULA 3,8.61,7.71,Media,8.16
2023-10-26,09:00,15,Enfermeria,6.86,6.65,Media,6.755000000000001
2023-10-26,11:00,16,AULA 4,8.91,4.98,Mala,6.945
2023-10-26,12:00,16,AULA 5,8.84,8.34,Buena,8.59
2023-10-26,15:00,16,AULA 6,6.64,9.09,Buena,7.865
2023-10-26,16:00,17,AULA 7,6.49,6.15,Media,6.32
2023-10-26,09:00,17,AULA 8,8.5,9.95,Buena,9.225
2023-10-26,15:00,17,AULA 9,8.75,7.41,Media,8.08
2023-10-26,14:00,18,AULA 10,7.67,7.36,Media,7.515000000000001
2023-10-26,16:00,18,AULA 11,9.3,6.62,Media,7.960000000000001
2023-10-26,10:00,18,INGLES,9.02,8.75,Buena,8.885
2023-10-26,11:00,19,VINCULACION,7.23,5.2,Mala,6.215
2023-10-26,09:00,20,AULA 12,9.49,5.31,Mala,7.4
2023-10-26,16:00,20,AULA 13,6.57,6.17,Media,6.37
2023-10-26,10:00,21,AULA 14,8.77,9.16,Buena,8.965
2023-10-26,15:00,22,AULA 15,9.83,5.76,Mala,7.795
2023-10-26,14:00,23,AULA 16,4.9,8.08,Buena,6.49
2023-10-26,13:00,24,DIRECCION GENERAL,9.59,9.22,Buena,9.405000000000001
2023-10-27,15:00,1,Sala A,7.91,7.41,Media,7.66
2023-10-27,12:00,1,Sala C,8.23,7.37,Media,7.800000000000001
2023-10-27,13:00,2,Sala D,8.47,4.58,Mala,6.525
2023-10-27,12:00,2,Sala B,9.69,9.59,Buena,9.64
2023-10-27,10:00,3,Recepcion,5.48,6.21,Media,5.845000000000001
2023-10-27,09:00,3,Sala de maestros,6.02,9.01,Buena,7.515
2023-10-27,11:00,3,Sala E,7.87,6.62,Media,7.245
2023-10-27,15:00,4,LE,5.79,4.93,Mala,5.359999999999999
2023-10-27,15:00,5,Sistematizacion,8.49,9.18,Buena,8.835
2023-10-27,09:00,5,CB,8.69,8.12,Buena,8.405
2023-10-27,15:00,6,AULA 19,7.71,8.3,Buena,8.005
2023-10-27,12:00,6,AULA 22,6.64,9.93,Buena,8.285
2023-10-27,13:00,6,AULA 23,9.27,5.56,Mala,7.414999999999999
2023-10-27,14:00,6,AULA 20,7.96,8.2,Buena,8.08
2023-10-27,13:00,7,AULA 21,4.9,8.22,Buena,6.5600000000000005
2023-10-27,14:00,7,AULA 17,6.86,5.1,Mala,5.98
2023-10-27,16:00,7,AULA 18,9.7,6.73,Media,8.215
2023-10-27,15:00,7,NEWTON,6.73,9.52,Buena,8.125
2023-10-27,15:00,8,CI,7.66,5.35,Mala,6.505
2023-10-27,09:00,9,JEFATURA,9.33,5.67,Mala,7.5
2023-10-27,16:00,10,ASISTENTES,9.52,5.37,Mala,7.445
2023-10-27,13:00,11,DIRECCION ACADEMICA,8.02,5.94,Mala,6.98
2023-10-27,12:00,12,CIIDE,7.73,6.98,Media,7.355
2023-10-27,11:00,12,PEGA,9.88,6.06,Media,7.970000000000001
2023-10-27,10:00,12,RECURSOS FINANCIEROS,4.57,5.67,Mala,5.12
2023-10-27,11:00,13,AULA 30,9.69,8.55,Buena,9.120000000000001
2023-10-27,13:00,13,AULA 31,4.92,5.69,Mala,5.305
2023-10-27,15:00,13,AULA 32,5.96,9.22,Buena,7.59
2023-10-27,13:00,13,AULA 33,9.18,8.92,Buena,9.05
2023-10-27,13:00,13,AULA 34,7.89,8.06,Buena,7.975
2023-10-27,14:00,14,AULA 35,8.71,6.51,Media,7.61
2023-10-27,15:00,14,AULA 36,9.0,8.09,Buena,8.545
2023-10-27,10:00,14,AULA 38,5.59,6.71,Media,6.15
2023-10-27,15:00,14,AULA 39,5.23,9.66,Buena,7.445
2023-10-27,16:00,15,AULA 1,8.08,4.53,Mala,6.305
2023-10-27,16:00,15,AULA 2,5.38,9.04,Buena,7.209999999999999
2023-10-27,16:00,15,AULA 3,6.62,7.46,Media,7.04
2023-10-27,15:00,15,Enfermeria,6.44,4.69,Mala,5.565
2023-10-27,11:00,16,AULA 4,10.0,6.45,Media,8.225
2023-10-27,12:00,16,AULA 5,6.72,5.24,Mala,5.98
2023-10-27,15:00,16,AULA 6,7.58,9.59,Buena,8.585
2023-10-27,14:00,17,AULA 7,8.16,6.99,Media,7.575
2023-10-27,09:00,17,AULA 8,5.37,7.47,Media,6.42
2023-10-27,14:00,17,AULA 9,6.0,5.55,Mala,5.775
2023-10-27,09:00,18,AULA 10,4.81,5.64,Mala,5.225
2023-10-27,13:00,18,AULA 11,8.73,9.63,Buena,9.18
2023-10-27,11:00,18,INGLES,5.47,4.58,Mala,5.025
2023-10-27,16:00,19,VINCULACION,8.39,8.86,Buena,8.625
2023-10-27,14:00,20,AULA 12,9.47,9.97,Buena,9.72
2023-10-27,11:00,20,AULA 13,9.09,8.21,Buena,8.65
2023-10-27,09:00,21,AULA 14,6.48,7.59,Media,7.035
2023-10-27,16:00,22,AULA 15,4.78,8.28,Buena,6.529999999999999
2023-10-27,14:00,23,AULA 16,4.91,9.86,Buena,7.385
2023-10-27,15:00,24,DIRECCION GENERAL,5.83,4.96,Mala,5.395
2023-10-30,15:00,1,Sala A,8.58,5.88,Mala,7.23
2023-10-30,12:00,1,Sala C,9.3,6.09,Media,7.695
2023-10-30,16:00,2,Sala D,8.6,6.45,Media,7.525
2023-10-30,12:00,2,Sala B,9.75,9.97,Buena,9.86
2023-10-30,14:00,3,Recepcion,6.75,7.78,Media,7.265000000000001
2023-10-30,11:00,3,Sala de maestros,5.21,9.58,Buena,7.395
2023-10-30,11:00,3,Sala E,8.75,5.98,Mala,7.365
2023-10-30,13:00,4,LE,5.41,5.24,Mala,5.325
2023-10-30,15:00,5,Sistematizacion,8.92,9.25,Buena,9.085
2023-10-30,12:00,5,CB,8.5,9.89,Buena,9.195
2023-10-30,10:00,6,AULA 19,6.59,7.86,Media,7.225
2023-10-30,12:00,6,AULA 22,5.27,4.97,Mala,5.119999999999999
2023-10-30,10:00,6,AULA 23,8.65,7.67,Media,8.16
2023-10-30,12:00,6,AULA 20,9.74,8.49,Buena,9.115
2023-10-30,13:00,7,AULA 21,4.78,8.1,Buena,6.4399999999999995
2023-10-30,14:00,7,AULA 17,9.88,7.4,Media,8.64
2023-10-30,10:00,7,AULA 18,5.05,5.21,Mala,5.13
2023-10-30,16:00,7,NEWTON,9.13,7.87,Media,8.5
2023-10-30,16:00,8,CI,7.4,8.65,Buena,8.025
2023-10-30,13:00,9,JEFATURA,5.79,6.12,Media,5.955
2023-10-30,15:00,10,ASISTENTES,9.4,4.76,Mala,7.08
2023-10-30,15:00,11,DIRECCION ACADEMICA,7.86,8.0,Buena,7.93
2023-10-30,14:00,12,CIIDE,7.65,8.27,Buena,7.96
2023-10-30,15:00,12,PEGA,7.12,6.69,Media,6.905
2023-10-30,10:00,12,RECURSOS FINANCIEROS,7.06,5.93,Mala,6.494999999999999
2023-10-30,16:00,13,AULA 30,9.33,8.28,Buena,8.805
2023-10-30,09:00,13,AULA 31,9.0,9.38,Buena,9.190000000000001
2023-10-30,14:00,13,AULA 32,9.24,5.73,Mala,7.485
2023-10-30,10:00,13,AULA 33,5.18,7.49,Media,6.335
2023-10-30,11:00,13,AULA 34,5.12,6.69,Media,5.905
2023-10-30,12:00,14,AULA 35,6.78,5.75,Mala,6.265000000000001
2023-10-30,09:00,14,AULA 36,9.95,8.0,Buena,8.975
2023-10-30,14:00,14,AULA 38,6.42,5.25,Mala,5.835
2023-10-30,14:00,14,AULA 39,5.19,4.72,Mala,4.955
2023-10-30,09:00,15,AULA 1,8.16,6.62,Media,7.390000000000001
2023-10-30,13:00,15,AULA 2,6.88,6.38,Media,6.63
2023-10-30,16:00,15,AULA 3,8.88,4.95,Mala,6.915000000000001
2023-10-30,11:00,15,Enfermeria,7.48,6.85,Media,7.165
2023-10-30,11:00,16,AULA 4,9.32,7.73,Media,8.525
2023-10-30,12:00,16,AULA 5,6.27,5.12,Mala,5.695
2023-10-30,13:00,16,AULA 6,5.72,7.85,Media,6.785
2023-10-30,12:00,17,AULA 7,5.49,6.53,Media,6.01
2023-10-30,16:00,17,AULA 8,9.2,9.77,Buena,9.485
2023-10-30,12:00,17,AULA 9,5.31,4.89,Mala,5.1
2023-10-30,16:00,18,AULA 10,7.73,6.07,Media,6.9
2023-10-30,13:00,18,AULA 11,7.26,6.68,Media,6.97
2023-10-30,14:00,18,INGLES,5.48,7.8,Media,6.640000000000001
2023-10-30,10:00,19,VINCULACION,9.49,7.81,Media,8.65
2023-10-30,10:00,20,AULA 12,7.33,6.5,Media,6.915
2023-10-30,15:00,20,AULA 13,9.25,8.99,Buena,9.120000000000001
2023-10-30,15:00,21,AULA 14,4.94,4.5,Mala,4.720000000000001
2023-10-30,10:00,22,AULA 15,5.72,7.07,Media,6.395
2023-10-30,14:00,23,AULA 16,6.44,7.07,Media,6.755000000000001
2023-10-30,14:00,24,DIRECCION GENERAL,6.02,6.27,Media,6.145
2023-10-31,09:00,1,Sala A,4.79,6.32,Media,5.555
2023-10-31,13:00,1,Sala C,7.92,6.06,Media,6.99
2023-10-31,09:00,2,Sala D,6.74,7.84,Media,7.29
2023-10-31,10:00,2,Sala B,5.25,5.34,Mala,5.295
2023-10-31,09:00,3,Recepcion,7.65,6.43,Media,7.04
2023-10-31,14:00,3,Sala de maestros,8.88,4.63,Mala,6.755000000000001
2023-10-31,10:00,3,Sala E,6.65,5.19,Mala,5.92
2023-10-31,14:00,4,LE,9.13,6.75,Media,7.94
2023-10-31,09:00,5,Sistematizacion,4.62,8.62,Buena,6.619999999999999
2023-10-31,15:00,5,CB,8.25,8.17,Buena,8.21
2023-10-31,10:00,6,AULA 19,4.77,9.71,Buena,7.24
2023-10-31,15:00,6,AULA 22,6.95,5.59,Mala,6.27
2023-10-31,09:00,6,AULA 23,5.64,9.3,Buena,7.470000000000001
2023-10-31,16:00,6,AULA 20,7.63,7.38,Media,7.505
2023-10-31,10:00,7,AULA 21,5.16,6.42,Media,5.79
2023-10-31,10:00,7,AULA 17,6.23,6.61,Media,6.42
2023-10-31,11:00,7,AULA 18,7.95,6.56,Media,7.255
2023-10-31,12:00,7,NEWTON,8.79,9.67,Buena,9.23
2023-10-31,16:00,8,CI,9.61,7.92,Media,8.765
2023-10-31,12:00,9,JEFATURA,9.04,4.96,Mala,7.0
2023-10-31,09:00,10,ASISTENTES,6.66,9.85,Buena,8.254999999999999
2023-10-31,10:00,11,DIRECCION ACADEMICA,8.96,7.65,Media,8.305
2023-10-31,09:00,12,CIIDE,6.83,4.65,Mala,5.74
2023-10-31,15:00,12,PEGA,8.44,5.98,Mala,7.21
2023-10-31,09:00,12,RECURSOS FINANCIEROS,4.86,9.87,Buena,7.365
2023-10-31,13:00,13,AULA 30,9.6,7.97,Media,8.785
2023-10-31,10:00,13,AULA 31,7.53,5.31,Mala,6.42
2023-10-31,12:00,13,AULA 32,7.19,8.13,Buena,7.66
